hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date,name,email,phone-number,credit_card,token
Resort Hotel,0,45,2015,July,31,27,1,3,2,0.0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,196.0,,0,Transient,107.0,1,2,Check-Out,2015-07-31,Dylan Williams,DWilliams@comcast.net,817-423-3325,************6619,086ae687e5e38d550cca964117819496
Resort Hotel,0,52,2015,July,31,27,1,3,2,1.0,0,HB,PRT,Direct,Direct,0,0,0,D,F,0,No Deposit,,,0,Transient,145.0,0,2,Check-Out,2015-07-31,Christian Weber,Christian.W@aol.com,259-607-6558,************5448,c842691267df56262a8acd89a61122c1
Resort Hotel,0,31,2015,July,31,27,1,3,2,0.0,0,HB,ESP,Direct,Direct,0,0,0,A,C,0,No Deposit,250.0,,0,Transient,145.0,0,0,Check-Out,2015-07-31,Tonya Williams,Tonya.W@hotmail.com,581-488-0759,************1315,32595002e9580c291ec8253d06e1f198
Resort Hotel,1,74,2015,July,31,27,1,3,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,171.0,,0,Transient,107.0,0,1,Canceled,2015-06-29,Dr. Brandon Murphy MD,Dr..MD@protonmail.com,184-025-8890,************9642,18229fc161eaddd0e12430bb37427e01
Resort Hotel,0,31,2015,July,31,27,1,3,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,F,F,0,No Deposit,36.0,,0,Transient,167.2,0,0,Check-Out,2015-07-31,Kevin Randall,Randall.Kevin22@hotmail.com,116-730-1556,************2922,3be082fa9ce8c7f27864bd42ab3ac6b2
Resort Hotel,1,87,2015,July,31,27,1,3,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,134.0,0,2,Canceled,2015-05-09,Dalton Smith,Dalton_Smith@yandex.com,319-564-4843,************5500,67cccd904d6150a006a84a4a5c7bd140
Resort Hotel,0,48,2015,July,31,27,1,3,2,1.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,C,1,No Deposit,240.0,,0,Transient,130.0,0,0,Check-Out,2015-07-31,Matthew Nichols,Nichols_Matthew24@aol.com,945-283-3824,************6247,9a0ee5c06a6a86d83b21551f4769098f
Resort Hotel,1,41,2015,July,31,27,1,3,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,,0,Transient,164.0,0,0,Canceled,2015-06-17,Christopher Preston,CPreston@mail.com,529-214-9194,************7042,58602523c4c2db94a0a1897ac4204313
Resort Hotel,0,35,2015,July,31,27,1,3,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,196.0,,0,Transient,149.0,0,0,Check-Out,2015-07-31,Andrea Rodriguez,Rodriguez_Andrea@mail.com,888-676-2068,************1977,a5ac8a5e4405fe6f0bb8f98478966fee
Resort Hotel,0,28,2015,July,31,27,1,4,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,154.0,1,0,Check-Out,2015-08-01,Donna Garcia,DonnaGarcia20@xfinity.com,169-569-2884,************4259,641fbe0344356d97f7c568b0d70b265d
Resort Hotel,0,77,2015,July,31,27,1,4,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,G,G,1,No Deposit,240.0,,0,Transient,195.0,0,1,Check-Out,2015-08-01,Tracey Morgan,Morgan.Tracey@att.com,338-745-1517,************2425,7644af985928fda6edad7dd95e7d143c
Resort Hotel,1,33,2015,July,31,27,1,4,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,134.0,0,0,Canceled,2015-06-25,Gregory Blevins,Gregory.Blevins80@verizon.com,233-060-0626,************6869,4fcff39eacfd1db69b3b479c324c63eb
Resort Hotel,0,30,2015,July,31,27,1,4,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,5.0,,0,Transient,107.2,0,0,Check-Out,2015-08-01,Miss Patricia Davidson,Miss.Davidson@att.com,261-079-5872,************6729,32d82bb2e319b737b9c1c5ae1b64c15a
Resort Hotel,1,34,2015,July,31,27,1,4,2,0.0,0,HB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,164.0,0,0,Canceled,2015-07-06,Krista Christensen,KristaChristensen@xfinity.com,222-243-1300,************6726,38dc758d1d8f69327c3ce86471226fbd
Resort Hotel,1,298,2015,July,31,27,1,5,3,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,175.0,,0,Transient,183.45,0,1,Canceled,2015-03-17,Shannon Salazar,Shannon_S@verizon.com,990-929-7937,************3899,a7b7b6b7c43bd8c73c8844b358c63598
Resort Hotel,0,35,2015,July,31,27,1,5,2,0.0,0,HB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,159.6,1,1,Check-Out,2015-08-02,Cindy Rodriguez,CRodriguez@outlook.com,746-950-9456,************6897,73d73b8c12e0c154ad6c42a04dc0fae3
Resort Hotel,0,40,2015,July,31,27,1,5,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,120.6,0,0,Check-Out,2015-08-02,Sarah Sanders,Sarah.Sanders@comcast.net,846-646-0178,************1074,d960877db651cd80558ec71834dcc87e
Resort Hotel,1,101,2015,July,31,27,2,5,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,,0,Transient,164.0,0,2,Canceled,2015-05-13,Ryan Long,RyanLong@xfinity.com,279-178-7447,************7658,fa76b71e83fa50d93210956c1d54d2f5
Resort Hotel,1,101,2015,July,31,27,2,5,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240.0,,0,Transient,219.43,0,2,Canceled,2015-05-13,Thomas Dixon,Thomas.Dixon@verizon.com,808-550-5279,************4888,826dfe4a5634d6c768be71ed3789534c
Resort Hotel,1,101,2015,July,31,27,2,5,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,134.0,0,2,Canceled,2015-05-13,Matthew Wood,Matthew.W68@yahoo.com,841-154-6448,************4229,e465c15fad23730dbc60070db6ba2e0a
Resort Hotel,1,101,2015,July,31,27,2,5,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,,0,Transient,164.0,0,2,Canceled,2015-05-13,Darryl Hernandez,Darryl_H@hotmail.com,748-458-1794,************7218,9e92ac0a3d7b22c7a5487e6ca7b19ae9
Resort Hotel,0,38,2015,July,31,27,2,5,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,142.0,,0,Transient,107.2,0,0,Check-Out,2015-08-03,Diana Singleton,Singleton_Diana@gmail.com,641-257-7229,************6900,4c9bcad5ccee469de262b3e747085539
Resort Hotel,0,76,2015,July,31,27,2,5,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,241.0,,0,Transient,102.72,0,1,Check-Out,2015-08-03,Stacey Brewer,Brewer_Stacey@hotmail.com,907-099-1001,************4310,b4ca3dae1541fa42d87811b8c8385561
Resort Hotel,0,70,2015,July,31,28,0,1,2,1.0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,E,0,No Deposit,241.0,,0,Transient,114.85,0,1,Check-Out,2015-07-29,Kimberly Phillips,Kimberly_P16@protonmail.com,282-580-3008,************9206,16e0dad4776a587e3cbcde96cf77fb3d
Resort Hotel,0,70,2015,July,31,28,0,1,2,1.0,0,BB,USA,Online TA,TA/TO,0,0,0,D,E,0,No Deposit,241.0,,0,Transient,114.85,0,1,Check-Out,2015-07-29,Drew Olson,Olson.Drew@aol.com,845-047-6194,************2022,e6b1977abf133789f759373b39a0cce2
Resort Hotel,0,68,2015,July,31,28,0,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,E,0,No Deposit,240.0,,0,Transient,135.0,1,1,Check-Out,2015-07-30,Jeremy Jefferson,Jeremy_Jefferson@att.com,715-802-5941,************5906,bc49f25f2ac225ba98d42c98808ba4a8
Resort Hotel,1,63,2015,July,31,28,0,3,2,2.0,0,BB,PRT,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240.0,,0,Transient,195.0,0,0,Canceled,2015-07-07,Natalie Richardson,NatalieRichardson31@yandex.com,542-578-6042,************7538,eb267bf164e1be8792201e0c334f7d0a
Resort Hotel,1,11,2015,July,31,28,0,3,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,173.0,0,0,Canceled,2015-07-27,Christina Torres,Christina_T39@protonmail.com,782-825-3176,************2779,164b89be98f38bde8746e01604cdc82a
Resort Hotel,0,32,2015,July,31,28,0,4,2,0.0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,177.0,,0,Transient,107.0,0,1,Check-Out,2015-08-01,Jacob Taylor,Taylor_Jacob@comcast.net,266-870-3906,************5159,f5706b0054fc7a4fb2801cca9e9c50f2
Resort Hotel,0,29,2015,July,31,28,0,4,2,0.0,0,BB,RUS,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,171.0,,0,Transient,107.0,0,1,Check-Out,2015-08-01,Mrs. Kelly Dominguez,MDominguez61@xfinity.com,724-968-5293,************5570,552b7987124a3937e238c8c42b776794
Resort Hotel,0,47,2015,July,31,28,0,4,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,F,F,0,No Deposit,,,0,Transient,164.0,0,2,Check-Out,2015-08-01,Wayne Allison,Wayne_A@yahoo.com,918-654-0454,************2884,49a5b2f40713e817c0c4d3d07d38aabc
Resort Hotel,0,50,2015,July,31,28,0,5,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,138.8,0,1,Check-Out,2015-08-02,Michelle Hall DDS,DDS.Michelle@mail.com,636-971-0504,************7079,89498e0e59d927b964e63e16f103216d
Resort Hotel,1,29,2015,July,31,28,0,5,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,154.0,0,2,Canceled,2015-07-16,Antonio Ferguson,Antonio_F@yandex.com,486-975-4010,************6718,0466591b78f74cfdef09602ff8096833
Resort Hotel,0,36,2015,July,31,28,0,5,2,0.0,0,BB,ESP,Direct,Direct,0,0,0,D,D,0,No Deposit,250.0,,0,Transient,135.0,0,0,Check-Out,2015-08-02,Ashley Farley,Farley_Ashley@gmail.com,713-668-5156,************3172,e1f377013e46c6883c8842198230bc05
Resort Hotel,0,49,2015,July,31,28,1,5,2,0.0,0,BB,NOR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,241.0,,0,Transient,103.18,0,1,Check-Out,2015-08-03,Michael Montgomery,Michael.Montgomery80@gmail.com,447-742-7376,************3738,f2638da810cfd656a018026aa0db4050
Resort Hotel,1,70,2015,July,31,28,2,6,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,8.0,,0,Contract,115.5,0,0,Canceled,2015-05-22,Gabriel Mills,GMills@protonmail.com,250-155-3297,************7284,a70ec5e337ddafcbb4bc96e3f1dd561e
Resort Hotel,0,110,2015,July,31,28,2,8,2,0.0,0,BB,USA,Offline TA/TO,TA/TO,0,0,0,A,D,1,No Deposit,6.0,,0,Transient,90.95,0,1,Check-Out,2015-08-07,Brent Aguilar,Aguilar_Brent@mail.com,880-430-1082,************4965,463015b44f20e188073658b332d1b2f3
Resort Hotel,0,8,2015,July,31,29,0,0,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,D,I,0,No Deposit,142.0,,0,Contract,0.0,0,0,Check-Out,2015-07-29,Ian Ray,Ian.R@verizon.com,176-073-5188,************2553,eac2c060a3a14a76cee712eca8885d90
Resort Hotel,1,119,2015,July,31,29,0,4,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,108.54,0,1,Canceled,2015-04-04,Sean Hall,Sean.Hall@gmail.com,304-456-0081,************6643,fb6c180507e23590d25b34d064c6edc0
Resort Hotel,0,30,2015,July,31,29,0,4,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,E,0,No Deposit,240.0,,0,Transient,146.0,1,2,Check-Out,2015-08-02,Jeffrey Craig,Jeffrey.Craig@gmail.com,985-003-0462,************1008,8c34f1275b31d4faac88899d88133a7d
Resort Hotel,1,29,2015,July,31,29,1,4,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,165.4,0,1,Canceled,2015-07-02,Andrea Mclaughlin,Andrea.Mclaughlin@verizon.com,655-747-0750,************3466,4d777b7f9b50a78bce35a5eabc7deb7b
Resort Hotel,0,71,2015,July,31,29,1,4,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,C,0,No Deposit,240.0,,0,Transient,134.0,0,0,Check-Out,2015-08-03,Stephanie Burch,Stephanie.B@zoho.com,562-385-4037,************4022,825e39ee5d2ec1e30337abc58d9e01d0
Resort Hotel,1,37,2015,July,31,29,1,4,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,196.0,,0,Transient,133.0,0,1,Canceled,2015-07-27,Julie Powers,Powers_Julie@xfinity.com,284-996-0209,************9252,08faff9da13d92ac38a05f2280c02d5e
Resort Hotel,1,40,2015,July,31,29,1,4,3,0.0,0,HB,PRT,Direct,Direct,0,0,0,H,H,0,No Deposit,,,0,Transient,240.0,0,0,Canceled,2015-06-22,Stanley Jones,StanleyJones20@zoho.com,865-949-2060,************3146,c349cc056a4334f6e10eb2a3d3644b77
Resort Hotel,0,37,2015,July,31,29,1,4,2,0.0,0,HB,PRT,Direct,Direct,0,0,0,A,D,0,No Deposit,250.0,,0,Transient,157.0,0,1,Check-Out,2015-08-03,Carla Harris,CarlaHarris@protonmail.com,325-049-5256,************1594,27a9331e2816800e61ba95a1e3303b4b
Resort Hotel,0,0,2015,July,31,29,0,1,2,2.0,0,BB,PRT,Direct,Direct,0,0,0,H,H,0,No Deposit,,,0,Transient,188.0,0,0,Check-Out,2015-07-30,Brett Jones,Brett.Jones@outlook.com,379-607-9199,************4579,251531d394cd323add84e712dca71bc2
Resort Hotel,1,37,2015,July,31,29,1,4,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,196.0,,0,Transient,133.0,0,1,Canceled,2015-07-27,Robert Suarez,RSuarez@att.com,226-411-3149,************1429,d36cc920be63b8aaa21cc442a7f7a8fa
Resort Hotel,0,37,2015,July,31,29,1,4,2,0.0,0,HB,PRT,Direct,Direct,0,0,0,A,D,0,No Deposit,250.0,,0,Transient,145.0,0,1,Check-Out,2015-08-03,Mark Sparks,Mark.S44@zoho.com,668-752-4132,************7838,8707bdb71c1b8b0ce4e7e7f6293a544b
Resort Hotel,0,97,2015,July,31,29,1,4,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,134.0,0,2,Check-Out,2015-08-03,Zachary Gomez,Gomez_Zachary@verizon.com,431-718-7313,************6510,d587703bedb1e9ce0b31178b72dca3c3
Resort Hotel,1,71,2015,July,31,29,1,4,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,134.0,0,0,Canceled,2015-05-23,Jill Rowe,JRowe@att.com,499-209-2431,************8146,877a9f2c476e05ae6269338172291c5b
Resort Hotel,1,118,2015,July,31,29,1,4,2,0.0,0,HB,PRT,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,240.0,,0,Transient,186.0,0,2,Canceled,2015-07-10,Stacey Harper,Stacey.Harper@hotmail.com,835-479-0305,************9266,a615d45c353173a9a5798ce53e3a7d62
Resort Hotel,0,102,2015,July,31,29,2,5,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,6.0,,0,Transient,90.95,0,1,Check-Out,2015-08-05,Mark Burke,Burke.Mark73@protonmail.com,983-535-0293,************9876,a409c2f56f9b8f7a0aa379b5dc503425
Resort Hotel,1,54,2015,July,31,29,2,5,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,241.0,,0,Transient,141.65,0,0,Canceled,2015-06-08,Mark Austin,Mark_Austin@aol.com,757-918-6031,************3031,fbbd9add259d04afdf9c910fa64da61c
Resort Hotel,1,58,2015,July,31,29,2,5,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,147.0,,0,Transient,99.24,0,0,Canceled,2015-06-05,Ashley Hart,Hart.Ashley@xfinity.com,222-969-3101,************5043,43c058d43baaacc5165592f517f7a5d7
Resort Hotel,0,34,2015,July,31,29,2,4,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,241.0,,0,Transient,108.06,0,1,Check-Out,2015-08-04,Douglas Thomas,Thomas_Douglas@zoho.com,474-955-3407,************8992,898aa1b379a45e18a7dbb49bb8c9d6e1
Resort Hotel,1,105,2015,July,31,29,2,5,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,6.0,,0,Transient,90.95,0,0,Canceled,2015-04-15,Molly Wright,Wright_Molly@mail.com,415-197-3575,************1998,3e572086a59c204570da837570e3b785
Resort Hotel,1,47,2015,July,31,29,2,6,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,242.0,,0,Transient,148.63,0,1,Canceled,2015-06-17,Cynthia Leon,Leon.Cynthia@yandex.com,807-612-9759,************7264,85258032092719e874dd332b4d762325
Resort Hotel,1,15,2015,July,31,30,0,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,240.0,,0,Transient,173.0,0,3,Canceled,2015-07-16,Mary Morales,Mary.M@verizon.com,843-803-5843,************4826,87d1db3ce9732ae59aa45016f8a24b02
Resort Hotel,0,37,2015,July,31,30,0,1,1,0.0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,A,F,1,No Deposit,134.0,,0,Transient,107.0,0,0,Check-Out,2015-07-31,Alexis Henry,Alexis.H75@zoho.com,699-260-1111,************1233,6b23b8e20275a488464459582110df30
Resort Hotel,1,0,2015,July,31,30,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,,270.0,0,Transient,114.0,0,0,Canceled,2015-07-30,Stacey Shields,StaceyShields@aol.com,748-709-5841,************6104,451242d80c7ba73c05383e83c83e8eed
Resort Hotel,1,8,2015,July,31,30,0,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,H,0,No Deposit,240.0,,0,Transient,153.0,0,1,Canceled,2015-07-30,Scott Owens,Owens_Scott@protonmail.com,398-377-3824,************4298,c07045faf2964f8fbb29b969df126acf
Resort Hotel,0,17,2015,July,31,30,0,2,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,E,0,No Deposit,240.0,,0,Transient,153.0,0,1,Check-Out,2015-08-01,Teresa Davis,Teresa.Davis67@mail.com,383-104-1391,************1612,405d7f42da0569e6279fa5c877ff12f0
Resort Hotel,0,3,2015,July,31,30,0,3,3,1.0,0,HB,PRT,Direct,Direct,0,0,0,G,G,0,No Deposit,,,0,Transient,250.33,0,2,Check-Out,2015-08-02,Nicholas Diaz,Diaz.Nicholas15@aol.com,181-924-2851,************8353,0d7cc375d57f282b27e4d0740edbbc43
Resort Hotel,1,30,2015,July,31,30,0,3,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,242.0,,0,Transient,146.67,0,2,Canceled,2015-07-06,Laura Turner,Laura_Turner78@zoho.com,295-879-7142,************9081,3dc029492432f6b208f4a8ced8a71448
Resort Hotel,1,31,2015,July,31,30,0,3,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,242.0,,0,Transient,154.0,0,2,Canceled,2015-06-30,Jessica Anderson,Jessica_Anderson@yahoo.com,343-139-3208,************1560,ba486d57ffb2817e149eaf8a9fd7ae79
Resort Hotel,1,66,2015,July,31,30,0,3,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,120.6,0,0,Canceled,2015-06-11,Robert Navarro,RNavarro@protonmail.com,383-715-7728,************9038,58a003c137134d4a2a7894e4ede8025d
Resort Hotel,0,52,2015,July,31,30,0,3,2,2.0,0,FB,ESP,Offline TA/TO,TA/TO,0,0,0,C,C,0,No Deposit,196.0,,0,Transient,280.74,1,0,Check-Out,2015-07-30,Margaret Cunningham,MCunningham18@att.com,606-060-3938,************4269,b8ceab42ef976fec8b1cf9c672814c2c
Resort Hotel,0,20,2015,July,31,30,1,3,2,1.0,0,BB,BRA,Online TA,TA/TO,0,0,0,A,C,0,No Deposit,240.0,,0,Transient,193.0,0,1,Check-Out,2015-08-03,Jason Taylor,Jason_Taylor@xfinity.com,834-598-2553,************5145,726221a8c5844e1e1d95a7afb16a1f87
Resort Hotel,1,30,2015,July,31,30,0,3,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,242.0,,0,Transient,146.67,0,2,Canceled,2015-07-06,Anthony Lane,Anthony_Lane@yandex.com,551-439-3252,************2637,c28972a1448767825da0975928d73c37
Resort Hotel,1,31,2015,July,31,30,0,3,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,242.0,,0,Transient,154.0,0,2,Canceled,2015-06-30,Samuel Cooper,Samuel_C@aol.com,742-011-8977,************5166,0d75ef86e60f98618c941b736a3b1ae3
Resort Hotel,1,62,2015,July,31,30,1,3,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,,0,Transient,154.5,0,0,Canceled,2015-06-09,Mr. Sean Wilcox DVM,Mr._DVM@att.com,734-058-6523,************4934,c79f0b69aec5a4bc23fab4e4f9a64ca0
Resort Hotel,1,65,2015,July,31,30,1,3,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,120.6,0,0,Canceled,2015-06-11,Ashley Morgan MD,AshleyMD@yandex.com,403-040-8855,************1676,485c4a9a7bb16352e15186fb392d484b
Resort Hotel,1,64,2015,July,31,30,2,3,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,240.0,,0,Transient,137.8,0,0,Canceled,2015-06-08,Barry Green,BGreen53@verizon.com,374-933-0251,************1472,0110a3304d8c3e0b64638db6f33b3ef4
Resort Hotel,0,77,2015,July,31,30,2,7,2,0.0,0,HB,PRT,Direct,Direct,0,0,0,E,E,2,No Deposit,,,0,Transient,160.0,1,3,Check-Out,2015-08-08,Terry Thomas,TerryThomas41@hotmail.com,913-113-4501,************2532,aade1f940f899c2c6f8ea5c5defb81ba
Resort Hotel,0,75,2015,July,31,30,2,7,2,0.0,0,BB,CHE,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,36.0,,0,Transient-Party,125.89,0,1,Check-Out,2015-08-08,Leslie Stout,LStout@att.com,647-572-3297,************9011,d20611214c185aa2bfe84fe0039d328d
Resort Hotel,0,75,2015,July,31,30,2,7,2,0.0,0,BB,CHE,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,36.0,,0,Transient-Party,125.89,0,1,Check-Out,2015-08-08,Brandon Anderson,Brandon_A@yahoo.com,957-743-1826,************7739,d1e624d8c72a1308e1fee42d12e1deb3
Resort Hotel,1,62,2015,July,31,30,2,5,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,D,D,0,No Deposit,250.0,,0,Transient,126.71,0,0,Canceled,2015-06-24,Stephanie Bradford,Stephanie.B@yahoo.com,826-081-9737,************5727,cb57cdc1fbdc4a0da0ad56342522adb4
Resort Hotel,0,42,2015,July,31,31,0,0,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,I,0,No Deposit,142.0,,0,Contract,0.0,0,0,Check-Out,2015-07-31,Dustin Taylor,DTaylor@mail.com,105-980-8487,************6105,e1824c777ac5ac2b44e877ab9f4077ad
Resort Hotel,0,46,2015,July,31,31,0,0,2,0.0,0,HB,PRT,Online TA,TA/TO,0,0,0,E,I,0,No Deposit,240.0,,0,Transient,0.0,1,0,Check-Out,2015-07-31,Maria Jones,Maria.Jones@gmail.com,302-131-5057,************4306,52b5e02a7fc46fa408b0973a9b332b66
Resort Hotel,0,0,2015,July,31,31,0,1,2,2.0,0,BB,PRT,Direct,Direct,0,0,0,F,F,0,No Deposit,,,0,Transient,188.0,0,0,Check-Out,2015-08-01,Ronald West,Ronald.West@att.com,798-960-1110,************4636,2c13866559b0e3fd2d0e59454f9afd3b
Resort Hotel,1,25,2015,July,31,31,0,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,153.0,0,2,Canceled,2015-07-06,Bryce Burch,Bryce.B24@mail.com,360-805-3018,************3344,c6f277fa07f8949dc0e3908d144bf24f
Resort Hotel,1,16,2015,July,31,31,0,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,173.0,0,3,Canceled,2015-07-16,Joseph Webster,Joseph.Webster@zoho.com,656-379-6102,************7315,7a1ce63ce02ea99d55e47de640c6037c
Resort Hotel,1,16,2015,July,31,31,0,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,173.0,0,3,Canceled,2015-07-16,Barbara Morris,Barbara_M70@protonmail.com,249-347-1834,************1750,8418fcdf208489ed5ffd3d42739f6750
Resort Hotel,0,16,2015,July,31,31,0,2,1,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient-Party,120.0,0,1,Check-Out,2015-08-02,Jessica Armstrong,Armstrong_Jessica@att.com,388-355-5572,************9685,2b5c963f16ce1e74ef9a1e39423cf5fc
Resort Hotel,1,4,2015,July,31,31,0,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240.0,,0,Transient,154.8,0,3,Canceled,2015-07-31,Michael Roberson,Michael.Roberson@comcast.net,516-864-3611,************9711,9ad54823883fb733597206a205f9382f
Resort Hotel,0,4,2015,July,31,31,0,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient-Party,192.0,0,2,Check-Out,2015-08-02,Alec Woods,Alec.W@verizon.com,609-087-3652,************2581,2b336780128b3a3bfb52185b64a689e0
Resort Hotel,1,25,2015,July,31,31,0,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,153.0,0,0,Canceled,2015-07-06,Jesus Dorsey,Jesus.D@hotmail.com,898-234-3246,************5196,11a3b584c4794ff2a6aaba7c09428da5
